Affected_data_volume;Criminal_investigation_exception;Date;company_industry;country;country_security_exception;data_category_Basic_personal_data;data_category_Children_data;data_category_Criminal_data;data_category_Financial_location_data;data_category_Special_category_data;data_processing_basis_Consent;data_processing_basis_Legal_obligation;data_processing_basis_Legitimate_interest;data_processing_basis_Performance_of_public_task;data_processing_basis_Protection_of_vital_interests;data_processing_basis_contract_performance;fine_amount;free_speech_exception;gdpr_clause;gdpr_conflict;violation_nature_Breach_of_Data_processing_principle;violation_nature_Breach_of_data_security;violation_nature_Violation_of_Data_processing_obligation;violation_nature_Violation_of_data_subject_rights;violation_result
unspecific;0;2020;Security Service;Greece;0;1;0;0;0;0;0;0;0;0;0;0;6000000;0;Article 5, Article 6, Article 5 par. 1 a, Article 13-14, Article 35 par. 7, Article 25 par. 1, Article 12 par. 1, Article 5 par. 2, Article 26, Article 28, Article 32;No conflict;1;1;1;1;1
2;0;2023;Insurance;Romania;0;1;0;0;0;0;0;0;0;0;0;0;148881;0;Article 32(1)(b), Article 32(1)(d), Article 32(2);No conflict;0;1;0;0;1
unspecific;0;2022;Public sector;Romania;0;0;0;0;0;0;0;0;0;0;0;0;3000;0;Article 32(1)(b), Article 32(2), Article 32(4);No conflict;0;1;0;0;1
1140725;0;2021;Marketing;Belgium;0;1;1;0;0;0;1;0;1;0;0;0;50000;0;Article 5(1)(a), Article 5(1)(c), Article 6(1)(a), Article 6(1)(f), Article 7(3), Article 13, Article 24, Article 25, Article 28(3);yes;1;0;1;1;1
unspecific;0;2022;Security Service;Croatia;0;0;0;0;0;0;0;0;0;0;0;0;0;0;Article 6;No conflict;1;0;1;0;1
unspecific;0;Not specified;Retail;Not specified;0;0;0;0;0;1;1;0;0;0;0;0;0;0;Article 4.11, Article 4.13, Article 4.14, Article 9.1;No conflict;0;0;0;0;0
unspecific;0;2020;Public sector;Romania;0;0;0;0;0;0;0;1;0;1;0;0;0;0;Article 5(1)(a), Article 6(1);No conflict;1;0;1;0;1
unspecific;0;2021;Public sector;Germany;0;0;0;0;0;0;0;0;0;0;0;0;0;0;Article 15(1), Article 18(1), Article 82(1);No conflict;0;0;0;0;0
unspecific;0;2021;Medical;Romania;0;0;0;0;0;1;0;0;0;0;0;0;2000;0;Article 5(1)(a), (b), (f) and (2), Article 9;No conflict;1;1;1;1;1
unspecific;0;Not specified;Leisure;Croatia;0;0;0;0;0;0;1;0;1;0;0;0;51000;0;Article 6(1)(a), Article 7, Article 13(1), Article 13(2), Article 5(1), Article 27(1);No conflict;1;0;1;1;1
unspecific;0;2019;Public sector;Germany;0;0;0;0;0;0;0;1;0;1;0;0;0;0;Article 6(1)(e), Article 6(1)(c);No conflict;0;0;0;0;0
unspecific;0;2023;Marketing;Belgium;0;0;0;0;0;0;0;0;1;0;0;0;0;0;Article 5.2, Article 12.2, Article 17.1;yes;1;0;1;1;1
564;0;2022;Retail;Romania;0;1;0;0;1;0;0;0;0;0;0;0;2000;0;Article 25(1), Article 32(1)(b), Article 32(1)(d), Article 32(2);No conflict;0;1;1;0;1
132652;0;2022;Retail;Croatia;0;1;0;0;1;0;0;0;0;0;0;0;226500000;0;Article 13(1), Article 28(3), Article 32(1)(b)(d)(2);yes;1;1;1;1;1
unspecific;0;Not specified;Leisure;Croatia;0;0;0;0;0;0;1;0;1;0;0;0;51000;0;Article 6(1)(a), Article 7, Article 13(1), Article 13(2), Article 5(1);No conflict;1;0;1;1;1
unspecific;0;2023;Social Media;Germany;0;0;1;0;0;0;0;0;0;0;0;0;0;0;Article 4(1) GDPR, Article 5(1)(d) GDPR, Article 6 GDPR, Article 16 GDPR, Article 17 GDPR, Article 17(3)(e) GDPR;yes;1;0;0;1;1
500;0;2021;Public sector;Italy;0;1;0;0;0;0;0;0;1;0;0;0;26513977;0;Art 5, Art 6, Art 12, Art 13, Art 21;No conflict;1;0;1;1;1
unspecific;0;2021;Medical;Netherlands;0;1;1;0;0;0;0;1;0;0;0;0;1200000;0;Article 32, first paragraph;No conflict;1;1;0;0;1
unspecific;0;2021;Retail;Germany;0;0;0;0;0;0;1;0;0;0;0;1;0;0;Article 15;No conflict;0;0;0;0;0
unspecific;0;2021;Public sector;Lithuania;0;1;0;0;0;0;0;1;0;1;0;0;15000;0;Article 32(1)(b), Article 32(1)(c), Article 83(2)(a), Article 83(2)(d), Article 83(2)(g);No conflict;0;1;1;0;1
unspecific;0;2021;Leisure;Germany;0;0;0;1;0;0;0;0;1;0;0;0;5000;0;Article 5(1)(b), Article 6(1)(f), Article 82;No conflict;1;0;0;1;1
unspecific;0;2021;Public sector;Slovenia;0;1;0;0;0;1;1;0;0;1;0;0;0;0;Article 17/3/d;No conflict;0;0;0;1;0
unspecific;0;2022;Public sector;Germany;0;0;0;0;0;0;0;1;0;1;0;0;0;0;Article 5(1)(f), Article 32(1)(a), Article 18, Article 21;yes;1;1;1;1;1
unspecific;0;2022;Social Media;Ireland;0;0;0;0;0;1;1;0;0;0;0;1;0;0;Article 6(1)(b);yes;1;0;1;1;1
unspecific;0;2021;Retail;Belgium;0;1;0;0;0;0;0;0;0;0;0;1;25000;0;Article 5.1.f, Article 5.2, Article 24, Article 32, Article 33.1, Article 33.5, Article 34.1;No conflict;1;1;1;1;1
unspecific;0;2023;Marketing;Greece;0;0;0;0;0;0;0;0;0;0;0;1;10000;0;Article 5(1)(a) GDPR, Article 5(1)(b) GDPR, Article 6(1)(a) GDPR, Article 6(4) GDPR, Article 13 GDPR;yes;1;0;0;1;1
unspecific;0;2021;Public sector;Germany;0;0;0;0;0;0;0;1;0;0;0;0;0;0;Article 13, 15, 18, 20;yes;0;0;1;1;1
unspecific;1;2023;Public sector;Ireland;0;0;0;1;1;1;0;1;0;1;0;0;50000;0;Article 2 GDPR, Article 5 GDPR, Article 6 GDPR, Article 13 GDPR, Article 26 GDPR, Article 32 GDPR, Article 58 GDPR, Article 83 GDPR;No conflict;1;1;1;1;1
81624;0;2020;Education;Poland;0;1;0;0;0;0;0;0;0;1;0;0;1168;0;Article 5(1)(e), Article 5(1)(f), Article 5(2), Article 24(1), Article 25(1), Article 32(1)(b), Article 32(1)(d), Article 32(2), Article 38(1), Article 39(1)(b), Article 39(2), Article 30(1)(d);No conflict;1;1;1;0;1
unspecific;0;2022;Marketing;Netherlands;0;1;0;0;0;0;1;1;1;0;0;0;500000;0;Article 15, Article 17, Article 14, Article 19;No conflict;1;0;1;1;1
unspecific;0;2020;Social Media;Netherlands;0;0;1;0;0;0;1;0;0;0;0;0;5000;0;UAVG;No conflict;0;0;0;1;1
unspecific;0;2019;Leisure;Spain;0;0;0;0;0;0;0;0;0;0;0;0;0;0;Article 5.1.c;No conflict;1;0;0;0;0
unspecific;0;2022;Public sector;Netherlands;0;1;0;0;1;0;0;1;0;0;0;0;0;0;Article 17(1)(d);yes;1;0;1;1;1
unspecific;0;2021;Retail;Germany;0;0;0;0;1;0;0;0;0;0;0;1;0;0;Article 82 GDPR;No conflict;1;0;1;1;1
unspecific;0;2020;Medical;Germany;0;0;0;0;0;0;0;0;0;0;0;0;0;0;Art 4 No. 2 EUV 2016/679, Art 58 para 2 letter d EUV 2016/679;No conflict;0;0;0;0;0
unspecific;0;2022;Retail;Netherlands;0;0;0;0;1;0;0;0;1;0;0;0;0;0;Article 17(1)(d);No conflict;1;0;0;0;1
370000;1;2019;Retail;Croatia;0;1;0;0;0;1;0;0;1;0;0;0;0;0;Article 32(1)(b), Article 32(2), Article 6(1), Article 9(2), Article 12(1), Article 13(1), Article 13(2), Article 5(2);yes;1;1;1;1;1
unspecific;0;2024;Human resources;Germany;0;0;0;0;0;0;0;0;0;0;0;1;0;0;Article 6(1)(b), Article 6(1)(f), Article 82(1);No conflict;0;0;0;0;0
unspecific;0;2024;Retail;Croatia;0;1;0;0;1;0;1;1;1;0;0;0;0;0;Article 5.1.b, Article 6.1;No conflict;1;0;0;1;1
unspecific;0;2022;Retail;Netherlands;0;0;0;0;0;0;0;0;0;0;0;0;0;0;Article 15 GDPR;No conflict;0;0;0;0;0
unspecific;0;2021;Retail;Croatia;0;1;0;0;1;0;0;0;0;0;0;0;0;0;Article 15(3);No conflict;0;0;0;1;1
unspecific;0;2022;Retail;Netherlands;0;1;0;0;1;0;0;1;0;0;0;1;0;0;Article 15;No conflict;0;0;0;1;1
unspecific;0;2022;Public sector;Germany;0;1;0;0;0;0;0;0;0;1;0;0;0;0;Article 16 sentence 1 GDPR;No conflict;0;0;0;1;1
unspecific;0;2023;Public sector;Belgium;0;1;0;0;0;0;0;1;0;0;0;0;0;0;Article 15.1;No conflict;0;0;0;1;1
unspecific;0;2018;Security Service;Germany;0;1;0;0;1;0;0;0;1;0;0;1;0;0;Article 22(1);yes;1;0;0;1;1
unspecific;0;2019;Medical;Austria;0;0;0;0;0;1;1;0;0;0;0;1;0;0;Article 82 DSGVO;No conflict;0;0;0;1;1
unspecific;0;2023;Retail;Romania;0;1;0;0;1;0;0;0;0;0;0;0;221571;0;Article 32(1)(b) and (c) and (2);No conflict;0;1;1;0;1
unspecific;0;2021;Public sector;Austria;0;1;0;0;0;0;0;0;0;0;0;0;0;0;Article 15 GDPR;No conflict;0;0;0;1;1
unspecific;0;2021;Marketing;Austria;0;0;0;0;0;1;0;0;1;0;0;0;0;0;Article 82;No conflict;0;0;0;1;1
unspecific;0;2021;Marketing;Austria;0;0;0;0;0;1;0;0;1;0;0;0;0;0;Article 82;No conflict;1;0;0;1;1
unspecific;1;2021;Public sector;Spain;0;0;0;1;1;0;0;1;0;1;0;0;0;0;Not specified;No conflict;1;1;0;0;0
68000000;0;2024;Retail;Germany;0;0;0;0;1;0;0;1;1;0;0;0;0;0;Article 5, Article 15, Article 17, Article 22, Article 82;No conflict;0;0;0;0;0
unspecific;0;2019;Social Media;Spain;0;0;1;0;0;0;1;0;0;0;0;0;0;0;Article 13(1), in connection with Articles 6(1)(a) and 8 of Regulation (EU) 2016/679;No conflict;0;0;0;1;1
unspecific;0;2021;Marketing;Austria;0;0;0;0;0;0;0;0;1;0;0;0;48846;0;Article 15(1)(a) to (g);No conflict;0;0;0;1;1
unspecific;0;2021;Retail;Austria;0;0;0;0;1;0;0;0;1;0;0;0;0;0;Article 6(1)(f);No conflict;0;0;0;0;0
unspecific;0;2021;Retail;Germany;0;0;0;0;1;0;0;0;1;0;0;1;0;0;Article 17(1)(a);No conflict;1;0;1;1;1
unspecific;0;2021;Social Media;Austria;0;1;0;0;1;1;1;0;1;0;0;1;0;0;Article 6(1)(b), Article 9(2)(e), Article 15;yes;1;0;1;1;1
unspecific;0;2022;Retail;Spain;0;1;0;0;0;0;0;0;0;0;0;1;0;0;Article 12;No conflict;0;0;0;1;1
unspecific;0;2020;Public sector;Austria;0;0;0;0;0;0;0;0;0;0;0;0;0;0;Art. 80 para.1, Art. 80 para.2, Art. 84(1);yes;0;0;0;0;1
unspecific;0;2021;Marketing;Austria;0;0;0;0;0;0;0;0;1;0;0;0;0;0;Article 15(1)(c);yes;1;0;0;1;1
unspecific;0;2021;Retail;Austria;0;1;0;0;1;0;0;0;1;0;0;0;0;0;Article 6(1b), Article 6(1f);No conflict;0;0;0;0;1
unspecific;0;2024;Retail;Greece;0;0;0;0;1;0;0;0;0;0;1;0;2000;0;Article 5(1)(a);No conflict;1;0;0;1;1
unspecific;0;2023;Marketing;Germany;0;0;0;0;0;0;1;0;1;0;0;1;250000;0;Article 7(1) GDPR;No conflict;1;0;1;1;1
unspecific;0;2021;Public sector;Germany;0;0;0;0;0;1;0;0;1;0;0;0;0;0;Article 9(2)(f);No conflict;0;0;0;0;0
unspecific;0;2022;Retail;Greece;0;0;0;0;1;0;0;0;0;0;0;1;10000;0;Article 5(1)(f), Article 33, Article 34;No conflict;1;1;1;1;1
unspecific;0;2023;Retail;Romania;0;0;0;0;0;0;0;0;0;0;0;0;3000;0;Article 83(5)(e);No conflict;0;0;1;1;1
unspecific;0;2021;Education;Austria;0;1;0;0;0;0;0;0;1;0;0;0;0;1;Article 6(1)(f) GDPR;No conflict;0;0;0;1;0
unspecific;0;2021;Public sector;Germany;0;1;0;0;0;0;1;0;0;1;0;0;0;0;Article 5(1)(a), Article 6(1), Article 7, Article 8, Article 11, Article 32(1)(b), Article 44, Article 48, Article 49, Article 79(1);yes;1;1;1;1;1
unspecific;0;2019;Retail;Austria;0;1;0;0;1;0;0;0;0;0;0;0;0;0;Article 82 DSGVO;No conflict;1;0;0;0;1
unspecific;0;2022;Medical;Germany;0;0;0;0;0;0;1;0;0;0;0;0;0;0;Article 82(1);No conflict;0;0;0;1;1
unspecific;0;2021;Social Media;Austria;0;1;0;0;1;1;1;0;1;0;0;1;0;0;Article 15;yes;1;0;0;1;1
unspecific;0;2021;Public sector;Greece;0;0;0;0;0;0;0;0;0;1;0;0;0;0;Article 4.10, Article 6.1.e, Article 21, Article 11.3, Article 11.4;No conflict;0;0;0;0;0
unspecific;0;2021;Public sector;Belgium;0;1;0;0;1;0;0;0;0;0;0;0;0;0;Article 5.1 b), Article 6.4, Article 5.1 a), Article 6.1, Article 5.1 c);No conflict;1;0;0;0;1
unspecific;0;Not specified;Retail;Not specified;0;0;0;0;0;0;0;0;0;0;0;0;0;0;Not specified;No conflict;0;0;0;0;0
unspecific;0;2024;Human resources;Greece;0;0;0;0;1;0;0;0;0;0;0;1;0;0;Article 12 GDPR, Article 58(2)(c) GDPR;No conflict;1;0;0;1;1
270000;0;2022;Public sector;Netherlands;0;1;1;1;1;1;0;1;0;1;0;0;3700000;0;Article 5(1)(a), Article 5(1)(b), Article 5(1)(d), Article 6(1), Article 32(1), Article 35(2);yes;1;1;1;1;1
unspecific;0;2020;Marketing;Germany;0;1;0;0;0;0;1;0;1;0;0;0;214;0;Article 5(3) and Article 2(f) of Directive 2002/58/EC, Article 4(11) of Regulation (EU) 2016/679;No conflict;1;0;0;1;1
81;0;2020;Public sector;Romania;0;0;0;0;0;0;0;0;0;0;0;0;194701;0;Article 32;No conflict;1;1;0;1;1
35;0;2022;Public sector;Romania;0;1;0;0;0;0;0;0;0;1;0;0;198664;0;Article 32(1)(b) and (2);No conflict;1;1;1;0;1
unspecific;0;2022;Security Service;Romania;0;1;0;0;0;0;0;0;0;0;0;1;198705;0;Article 5(1)(a), Article 5(1)(c), Article 5(2), Article 6, Article 5(1)(e), Article 5(2), Article 58(2)(d), Article 4(7), Article 28(3)(a);No conflict;1;0;1;0;1
unspecific;0;2021;Social Media;Netherlands;0;0;1;0;0;0;1;0;0;0;0;0;0;0;Article 5(1) GDPR Implementation Act;No conflict;0;0;0;1;1
unspecific;0;2020;Public sector;Romania;0;0;0;0;0;0;0;0;0;0;0;0;500;0;Article 5, Article 6(1), Article 25, Article 32, Article 12, Article 13, Article 83(5)(a), Article 83(4)(a), Article 83(5)(b);yes;1;1;1;1;1
unspecific;0;2020;Retail;Spain;0;1;0;0;1;0;1;0;0;0;0;0;6000;0;Article 6.1;No conflict;1;0;0;1;1
unspecific;0;2018;Retail;Germany;0;0;0;0;0;0;1;0;0;0;0;0;0;0;Art. 6 GDPR;No conflict;0;0;0;0;1
unspecific;0;Not specified;Retail;Croatia;0;0;0;0;0;0;0;0;0;0;0;0;8910000;0;Article 32(1)(b), Article 32(1)(d), Article 32(2), Article 32(4), Article 83(4)(a);No conflict;0;1;1;0;1
unspecific;0;2022;Insurance;Germany;0;0;0;0;0;0;0;0;0;0;0;1;0;0;Article 15 DS-GVO;No conflict;0;0;0;1;1
unspecific;0;2024;Public sector;Romania;0;1;0;0;0;0;0;0;0;0;0;0;300065;0;Article 32(1)(b), Article 32(1)(d), Article 32(2);No conflict;1;1;0;0;1
unspecific;0;2021;Leisure;Romania;0;0;1;0;0;0;0;0;0;0;0;0;2010;0;Article 58(1)(a) and (e) of Regulation (EU) 2016/679;No conflict;0;0;1;0;1
unspecific;0;2020;Retail;Romania;0;0;0;0;0;0;0;0;1;0;0;0;3000;0;Article 6, Article 21(3), Article 58(2)(c), Article 58(2)(d);No conflict;0;0;0;1;1
unspecific;0;2022;Retail;Romania;0;1;0;0;1;0;0;0;0;0;0;0;20000;0;Article 32(1), Article 32(2), Article 5(1)(f);No conflict;1;1;1;0;1
unspecific;0;2022;Security Service;Romania;0;1;0;0;0;0;0;0;0;0;0;1;496761;0;Article 5(1)(a), Article 5(1)(c), Article 5(2), Article 6, Article 5(1)(e), Article 28(3)(a), Article 4(7);No conflict;1;0;1;0;1
unspecific;0;2024;Human resources;Romania;0;1;0;0;0;0;0;1;0;0;0;0;3000;0;Article 32(1)(b) and (2);No conflict;0;1;1;0;1
unspecific;0;Not specified;Retail;Croatia;0;0;0;0;0;0;0;0;0;0;0;0;12408000;0;Article 15(3);No conflict;0;0;0;1;1
unspecific;0;2024;Public sector;Romania;0;1;0;0;1;0;0;0;0;0;0;0;100032;0;Article 32(1)(b) and (2);No conflict;0;1;1;0;1
unspecific;0;2019;Human resources;Belgium;0;1;0;0;0;0;1;0;0;0;0;0;0;0;Article 12.3, Article 12.4, Article 13.2(b), Article 30.1(d), Article 30.1(g);No conflict;1;0;1;1;1
unspecific;0;2020;Retail;Netherlands;0;1;0;0;1;0;0;1;1;0;0;0;0;0;Article 6(1)(f);No conflict;0;0;0;1;1
unspecific;0;2020;Retail;Spain;0;1;0;0;1;0;1;0;0;0;0;0;48000;0;Article 6.1;No conflict;1;0;0;1;1
unspecific;0;2021;Retail;Netherlands;0;0;1;0;1;0;0;0;1;0;0;0;0;0;Article 21(1) GDPR;No conflict;0;0;0;0;0
unspecific;0;2021;Public sector;Netherlands;0;1;0;0;1;0;0;1;0;1;0;0;0;0;Article 8 ECHR, Articles 7, 8, 16 and 52 of the Charter, Article 5 of the Treaty on European Union, GDPR;yes;1;1;1;1;1
unspecific;0;2020;Public sector;Netherlands;1;0;0;0;0;1;0;1;1;1;0;0;0;0;Article 6(1)(c), Article 15, Article 17(1)(d), Article 22;No conflict;0;0;0;0;0
unspecific;0;2020;Public sector;Netherlands;0;1;0;0;1;0;0;1;1;1;0;0;0;0;Article 8(2) ECHR;yes;1;0;1;1;1
unspecific;0;2023;Human resources;Germany;0;0;0;0;0;0;0;1;0;0;0;0;5000000;0;Art. 38 Para. 3 Sentence 2 GDPR;yes;0;0;1;0;1
unspecific;0;2022;Retail;Germany;0;0;0;0;1;0;0;0;1;0;0;0;4000;0;Article 82 Para. 1, 2 GDPR;No conflict;0;0;0;1;1
unspecific;1;2020;Public sector;Germany;0;0;0;1;0;0;0;1;1;1;0;0;0;0;Article 2, Article 12, Article 21, Article 77 para. 1, Article 78 para. 1;No conflict;1;0;1;1;0
unspecific;0;2021;Social Media;Netherlands;0;0;1;0;0;0;1;0;0;0;0;0;75000;0;Not specified;No conflict;1;0;0;1;1
unspecific;0;2023;Marketing;Belgium;0;0;0;0;0;0;0;0;1;0;0;0;0;0;Article 17.1 GDPR;No conflict;0;0;0;1;1
unspecific;0;2021;Social Media;Germany;0;1;1;0;0;0;0;1;0;0;0;0;0;0;Article 6(4) GDPR;No conflict;0;0;0;1;1
26921;0;2024;Public sector;Italy;0;1;0;0;0;0;0;0;0;0;0;1;0;0;Article 5(1)(a), Article 5(1)(f), Article 5(2), Article 12(1), Article 25, Article 28, Article 30, Article 32, Article 33(5), Article 34, Article 35;No conflict;1;1;1;1;1
unspecific;1;2024;Retail;Netherlands;0;1;0;0;1;0;0;1;0;0;0;0;0;0;Article 15 GDPR;No conflict;0;0;0;1;0
unspecific;0;2019;Public sector;Netherlands;0;1;0;0;0;0;0;1;0;1;0;0;0;0;Article 16, Article 17;No conflict;0;0;0;1;1
unspecific;0;2020;Social Media;Netherlands;0;0;0;0;0;0;0;0;1;0;0;0;0;0;Article 17(1)(a, c, d), Article 21(1);No conflict;0;0;0;1;1
unspecific;0;2022;Retail;Romania;0;1;0;0;1;0;0;0;0;0;0;0;198660;0;Article 25(1), Article 32(1)(b), Article 32(1)(d), Article 32(2);No conflict;1;1;1;0;1
unspecific;0;2022;Public sector;Germany;0;0;0;0;1;0;0;1;0;0;0;0;0;0;Article 23(1)(e);No conflict;0;0;0;0;0
unspecific;0;2019;Insurance;Netherlands;0;0;0;1;1;0;0;1;0;0;0;1;0;0;Article 5.2.1;yes;0;0;0;1;1
unspecific;0;2023;Marketing;Netherlands;0;0;0;0;0;0;0;0;0;0;0;1;0;0;Article 28 paragraph 3;No conflict;0;1;1;0;1
unspecific;0;2021;Public sector;Netherlands;0;0;0;0;0;0;0;0;0;0;0;0;0;0;Article 6(1)(f);No conflict;0;0;0;0;0
unspecific;0;2021;Medical;Germany;0;1;0;0;0;0;0;0;1;0;0;1;0;0;Article 6 EUV 2016/679;No conflict;1;0;0;0;1
unspecific;0;2020;Retail;Germany;0;1;0;0;0;0;1;0;0;0;0;0;0;0;Article 26, Article 44;No conflict;1;1;1;1;1
unspecific;0;2020;Public sector;The Netherlands;0;0;0;0;0;0;0;0;0;0;0;0;0;0;Article 15;No conflict;0;0;0;1;1
unspecific;0;2020;Social Media;Germany;0;0;0;0;1;0;0;0;1;0;0;0;0;0;Article 6(1)(f) GDPR;No conflict;0;0;0;0;0
unspecific;0;2020;Retail;Spain;0;1;0;0;1;0;0;0;0;0;0;0;70000;0;Article 6.1;No conflict;1;0;0;1;1
unspecific;0;2022;Public sector;Germany;0;0;0;0;0;0;0;0;0;0;0;0;0;0;Article 82(1) GDPR;No conflict;0;0;0;1;1
unspecific;0;2019;Medical;Netherlands;0;0;1;0;0;1;1;0;0;0;0;0;0;0;Article 9(2)(a);No conflict;0;0;0;0;0
unspecific;0;2021;Individual;Netherlands;0;1;0;0;0;0;0;0;0;0;0;0;0;0;Article 4(1);No conflict;1;0;0;1;1
476;0;2019;Public sector;Belgium;0;1;0;0;0;0;0;0;0;1;0;0;5000;0;Article 5(1)(b);No conflict;1;0;0;0;1
4109;0;2020;Social Media;Netherlands;0;1;0;0;1;0;0;1;0;0;0;0;475000;0;Article 33(1);No conflict;0;1;0;0;1
unspecific;0;2019;Social Media;Netherlands;0;0;0;0;0;0;1;0;0;0;0;0;0;0;Article 9(2)(a);No conflict;1;0;0;1;1
unspecific;0;2020;Medical;Netherlands;0;0;0;0;0;1;1;0;0;0;0;0;0;0;Article 9(1);No conflict;0;0;0;1;1
unspecific;0;2020;Public sector;Netherlands;0;0;0;0;0;0;0;0;0;1;0;0;0;0;Article 15;No conflict;0;0;0;1;1
unspecific;0;2020;Social Media;Netherlands;0;1;0;0;0;0;0;1;0;0;0;0;52500;0;Article 27(1);No conflict;0;0;1;1;1
unspecific;0;2019;Public sector;Germany;0;0;0;0;0;0;0;0;0;1;0;0;0;0;Article 15(1);No conflict;0;0;0;1;1
unspecific;0;2023;Public sector;Cyprus;0;1;0;0;0;0;0;1;0;1;0;0;0;0;Article 24(1), Article 28(1), Article 36(4);No conflict;1;0;1;0;1
unspecific;0;2022;Leisure;Cyprus;0;0;0;0;1;0;0;0;0;0;0;0;0;0;Article 12(3);No conflict;0;0;0;1;1
unspecific;0;2023;Public sector;Cyprus;0;0;0;0;1;0;1;0;0;0;0;0;0;0;Article 5(1)(a), Article 6;yes;1;0;0;0;1
unspecific;0;2023;Leisure;Cyprus;0;1;0;0;0;1;0;0;0;0;0;0;0;0;Article 5(1)(c), Article 34(1);No conflict;1;0;0;0;1
unspecific;0;2021;Leisure;Germany;0;0;0;0;0;0;0;0;1;0;0;0;0;0;Article 6(1)(f) GDPR;No conflict;0;0;0;0;0
unspecific;0;2023;Retail;Cyprus;0;1;0;0;0;0;1;0;0;0;0;1;0;0;Article 12(3), Article 24(1);No conflict;0;0;1;1;1
unspecific;0;2023;Medical;Cyprus;0;1;0;0;0;1;1;0;0;0;0;1;0;0;Article 9(2)(h);yes;1;0;0;1;1
unspecific;0;2024;Public sector;Cyprus;0;1;0;0;1;0;0;0;0;0;0;0;0;0;Article 5(2), Article 44;No conflict;1;0;0;0;1
unspecific;0;2024;Public sector;Belgium;0;1;0;0;0;0;0;1;0;0;0;0;0;0;Article 15;No conflict;0;0;0;1;1
unspecific;0;2023;Social Media;Cyprus;0;0;0;0;0;1;0;0;0;0;0;0;0;0;Article 2(2)(c) GDPR, Article 4(1) GDPR, Article 4(2) GDPR, Article 4(7) GDPR, Article 4(11) GDPR, Article 6 GDPR, Article 9 GDPR, Article 31 GDPR, Article 58 GDPR;No conflict;0;0;0;1;1
unspecific;0;2022;Public sector;Cyprus;0;1;0;0;0;0;1;0;0;0;0;1;5000;0;Article 5(1)(f), Article 24(1), Article 32;No conflict;1;1;1;1;1
unspecific;0;2020;Retail;Cyprus;0;0;0;0;0;0;0;0;0;0;0;0;0;0;Article 4(1) GDPR, Article 12(3) GDPR, Article 15 GDPR, Article 53(3) GDPR;No conflict;0;0;0;1;1
unspecific;0;2020;Insurance;Cyprus;0;1;0;0;0;0;0;0;0;0;0;1;15000;0;Article 5(1)(f), Article 5(2), Article 15, Article 32, Article 33;No conflict;1;1;1;1;1
unspecific;0;2024;Social Media;Greece;0;0;0;1;0;0;0;0;1;0;0;0;0;1;Article 17;No conflict;0;0;0;1;1
120000;0;2023;Retail;Netherlands;0;0;0;0;1;0;0;0;0;0;0;0;1000000000;0;Article 12(1), Article 12(2), Article 13(1)(f), Article 13(2)(a), Article 13(2)(b);No conflict;1;0;0;1;1
unspecific;0;2022;Marketing;Belgium;0;0;0;0;0;0;1;0;1;0;0;0;0;0;Article 5, Article 6, Article 12, Article 13, Article 24, Article 30, Article 32, Article 37;No conflict;1;1;1;1;1
unspecific;0;2019;Human resources;Belgium;0;0;0;0;0;0;1;0;0;0;0;0;0;0;Article 12.3, Article 12.4, Article 13.2(b), Article 30.1(d), Article 30.1(g);No conflict;0;0;1;1;1
unspecific;0;2024;Leisure;Cyprus;0;0;0;0;1;0;0;0;0;0;0;0;2000;0;Article 12(3);No conflict;0;0;0;1;1
1;0;2022;Education;Greece;0;0;0;0;0;0;0;0;1;0;0;0;2000;0;Article 5(1)(a);No conflict;1;0;1;1;1
35000;0;2019;Social Media;Belgium;0;0;0;0;0;0;1;0;1;0;0;0;15000;0;Article 12, Article 13, Article 6, Article 7, Article 4.11;yes;1;0;1;1;1
unspecific;0;2019;Public sector;Spain;0;1;0;0;0;0;0;1;0;1;0;0;0;0;Article 5.1.f);No conflict;1;0;0;0;1
unspecific;0;2025;Public sector;Belgium;0;1;0;0;0;1;0;1;0;1;0;0;0;0;Article 6.1 c);No conflict;0;0;0;0;0
unspecific;0;2023;Social Media;Greece;0;0;0;1;0;0;0;0;1;0;0;0;0;1;Article 17;No conflict;0;0;0;1;1
unspecific;0;2021;Security Service;Finland;0;1;0;0;1;0;0;1;0;0;0;0;0;0;Article 15(3);No conflict;0;0;0;1;1
unspecific;0;2022;Insurance;Germany;0;0;0;0;1;0;0;0;0;0;0;1;0;0;Article 15(1);No conflict;0;0;0;1;1
12;0;2023;Human resources;Romania;0;1;0;0;0;0;0;0;0;0;0;0;2000;0;Article 32(1)(b) and (2);No conflict;1;1;0;0;1
unspecific;0;2023;Leisure;Croatia;0;0;1;0;0;0;1;0;1;0;0;0;0;0;Article 5, Article 6;yes;1;0;1;1;1
unspecific;0;2021;Retail;Greece;0;0;0;0;0;0;0;0;1;0;0;0;200000;0;Article 5(1)(c), Article 6(1)(f);No conflict;1;0;0;0;1
unspecific;0;2021;Retail;Netherlands;0;0;0;0;0;0;0;0;0;0;0;0;5000000;0;Article 22(1);yes;0;0;0;1;1
unspecific;0;2019;Medical;Croatia;0;0;0;0;0;1;0;0;0;0;0;0;190000;0;Article 32(1)(b), Article 33(1), Article 28(3), Article 5(1)(e), Article 6(1), Article 12(1), Article 13(1)(c), Article 38(1);yes;1;1;1;1;1
